   1  AGRL   4
  21  SCRN   4
  39.00   0.50    2.50   0.15   0.05   0.50   0.95   0.50    2.50   2.00
  24.00   12.00   0.0214   0.0037   0.0470   0.0177   0.0138   0.0048   0.0018   0.0014
  0.300   0.2000   0.0070   4.00   0.750    7.20    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  22  EGAM   6
  21.00   0.90    2.50   0.05   0.18   0.25   0.90   0.40    1.70   2.00
  25.00   12.00   0.0160   0.0022   0.0200   0.0100   0.0070   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    58.00   0.0500   0.000
  0.000     0    0.00   0.310   0.100
  23  GRSG   4
  33.50   0.45    3.00   0.15   0.05   0.50   0.95   0.64    1.00   2.00
  30.00   11.00   0.0199   0.0032   0.0440   0.0164   0.0128   0.0060   0.0022   0.0018
  0.250   0.2000   0.0050   4.00   0.750    8.50    660.00    36.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  24  SGHY   4
  33.50   0.90    4.00   0.15   0.05   0.50   0.95   0.64    1.50   2.00
  30.00   11.00   0.0199   0.0032   0.0440   0.0164   0.0128   0.0060   0.0022   0.0018
  0.900   0.2000   0.0050   4.00   0.750    8.50    660.00    36.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  25  JHGR   6
  35.00   0.90    2.50   0.15   0.05   0.57   0.95   0.50    1.00   2.00
  30.00   11.00   0.0200   0.0028   0.0440   0.0164   0.0128   0.0060   0.0022   0.0018
  0.900   0.2000   0.0050   4.00   0.750    8.50    660.00    36.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  26  SUGC   6
  25.00   0.50    6.00   0.15   0.01   0.50   0.95   0.75    3.00   2.00
  25.00   11.00   0.0000   0.0000   0.0100   0.0040   0.0025   0.0075   0.0030   0.0019
  0.010   0.0010   0.0050   4.00   0.750   10.00    660.00    33.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  27  SWHT   5
  35.00   0.42    4.00   0.15   0.05   0.50   0.95   0.60    0.90   2.00
  18.00    0.00   0.0234   0.0033   0.0600   0.0231   0.0134   0.0084   0.0032   0.0019
  0.200   0.0300   0.0060   4.00   0.750    8.00    660.00    46.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  28  WWHT   5
  30.00   0.40    4.00   0.05   0.05   0.45   0.95   0.50    0.90   1.30
  18.00    0.00   0.0250   0.0022   0.0663   0.0255   0.0148   0.0053   0.0020   0.0012
  0.200   0.0300   0.0060   4.00   0.750    6.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  29  DWHT   5
  30.00   0.40    4.00   0.15   0.01   0.50   0.95   0.80    1.00   2.00
  15.00    0.00   0.0263   0.0057   0.0600   0.0231   0.0130   0.0084   0.0032   0.0019
  0.200   0.0300   0.0060   4.00   0.750    7.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  30   RYE   5
  35.00   0.40    4.00   0.15   0.01   0.50   0.95   0.80    1.00   1.80
  12.50    0.00   0.0284   0.0042   0.0600   0.0231   0.0134   0.0084   0.0032   0.0019
  0.200   0.0300   0.0100   4.00   0.750    7.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  31  BARL   5
  35.00   0.54    4.00   0.15   0.01   0.45   0.95   0.60    1.20   1.30
  25.00    0.00   0.0210   0.0017   0.0590   0.0226   0.0131   0.0057   0.0022   0.0013
  0.200   0.0100   0.0080   4.00   0.750    7.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  32  OATS   5
  35.00   0.42    4.00   0.15   0.02   0.50   0.95   0.80    1.50   2.00
  15.00    0.00   0.0316   0.0057   0.0600   0.0231   0.0134   0.0084   0.0032   0.0019
  0.175   0.0300   0.0050   4.00   0.750   10.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.450   0.100
  33  RICE   4
  22.00   0.50    5.00   0.30   0.01   0.70   0.95   0.80    0.80   0.90
  25.00   10.00   0.0136   0.0013   0.0500   0.0200   0.0100   0.0060   0.0030   0.0018
  0.250   0.0300   0.0080   4.00   0.750    5.00    660.00    31.00   0.0500   0.000
  0.000     0    0.00   0.350   0.100
  34  PMIL   4
  35.00   0.25    2.50   0.15   0.01   0.50   0.95   0.85    3.00   2.00
  30.00   10.00   0.0200   0.0028   0.0440   0.0300   0.0100   0.0060   0.0022   0.0012
  0.100   0.2000   0.0140   4.00   0.750    8.00    660.00    40.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  35  TIMO   6
  35.00   0.90    4.00   0.15   0.01   0.50   0.95   0.85    0.80   2.00
  25.00    8.00   0.0234   0.0033   0.0314   0.0137   0.0103   0.0038   0.0025   0.0019
  0.900   0.0030   0.0050   4.00   0.750    8.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  36  BROS   6
  35.00   0.90    5.00   0.15   0.01   0.50   0.95   0.85    1.20   2.00
  25.00    8.00   0.0234   0.0033   0.0400   0.0240   0.0160   0.0028   0.0017   0.0011
  0.900   0.0030   0.0030   4.00   0.750    8.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  37  BROM   6
  35.00   0.90    3.00   0.45   0.02   0.80   0.95   0.85    0.80   1.30
  25.00    6.00   0.0234   0.0033   0.0400   0.0240   0.0160   0.0028   0.0017   0.0011
  0.900   0.0030   0.0050   4.00   0.750    8.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  38  FESC   6
  30.00   0.90    4.00   0.15   0.01   0.50   0.95   0.80    1.50   2.00
  15.00    0.00   0.0234   0.0033   0.0560   0.0210   0.0120   0.0099   0.0022   0.0019
  0.900   0.0030   0.0050   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  39  BLUG   6
  18.00   0.90    2.00   0.05   0.05   0.30   0.70   0.35    0.20   1.40
  25.00   12.00   0.0160   0.0022   0.0200   0.0100   0.0060   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    31.00   0.0500   0.000
  0.000     0    0.00   1.400   0.100
  40  BERM   6
  35.00   0.90    4.00   0.05   0.05   0.49   0.95   0.99    0.50   2.00
  25.00   12.00   0.0234   0.0033   0.0600   0.0231   0.0134   0.0084   0.0032   0.0019
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    36.00   0.0500   0.000
  0.000     0    0.00   1.000   0.100
  41  CWGR   6
  35.00   0.90    4.00   0.35   0.02   0.62   0.95   0.85    0.90   1.30
  25.00    6.00   0.0500   0.0040   0.0300   0.0200   0.0120   0.0020   0.0015   0.0013
  0.900   0.0030   0.0050   4.00   0.750    8.00    660.00    38.00   0.0500   0.000
  0.000     0    0.00   0.400   0.100
  42  WWGR   6
  35.00   0.90    4.00   0.50   0.02   0.89   0.95   0.85    0.60   1.30
  25.00    6.00   0.0500   0.0040   0.0300   0.0200   0.0120   0.0020   0.0015   0.0013
  0.900   0.0030   0.0080   4.00   0.750    8.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  43  SWGR   6
  35.00   0.90    4.00   0.15   0.01   0.50   0.95   0.85    0.70   2.00
  25.00    8.00   0.0500   0.0040   0.0300   0.0200   0.0120   0.0020   0.0015   0.0013
  0.900   0.0030   0.0050   4.00   0.750    8.00    660.00    45.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  44  RYEG   5
  30.00   0.90    4.00   0.20   0.32   0.45   0.95   0.50    0.80   1.30
  18.00    0.00   0.0220   0.0028   0.0660   0.0254   0.0147   0.0105   0.0040   0.0024
  0.900   0.0300   0.0050   4.00   0.750    6.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  45  RYER   6
  30.00   0.90    3.00   0.35   0.02   0.62   0.95   0.80    1.00   1.30
  15.00    0.00   0.0230   0.0037   0.0226   0.0180   0.0140   0.0040   0.0040   0.0024
  0.900   0.0300   0.0060   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  46  RYEA   6
  30.00   0.90    3.00   0.35   0.02   0.62   0.95   0.80    1.10   1.30
  15.00    0.00   0.0230   0.0037   0.0226   0.0180   0.0140   0.0040   0.0040   0.0024
  0.900   0.0300   0.0050   4.00   0.750    8.00    660.00    46.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  47  SIDE   6
  11.00   0.90    1.70   0.05   0.05   0.30   0.70   0.35    0.40   1.40
  25.00   12.00   0.0160   0.0022   0.0200   0.0100   0.0060   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    21.00   0.0500   0.000
  0.000     0    0.00   1.120   0.100
  48  BBLS   6
  14.00   0.90    3.00   0.05   0.10   0.25   0.70   0.35    1.00   2.00
  25.00   12.00   0.0160   0.0022   0.0200   0.0120   0.0050   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.360   0.100
  49  LBLS   6
  34.00   0.90    2.50   0.05   0.10   0.25   0.70   0.35    1.00   2.00
  25.00   12.00   0.0160   0.0022   0.0200   0.0120   0.0050   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.360   0.100
  50  SWCH   6
  47.00   0.90    6.00   0.10   0.20   0.20   0.95   0.70    2.50   2.20
  25.00   12.00   0.0160   0.0022   0.0350   0.0150   0.0038   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750    8.50    660.00    54.00   0.0500   0.000
  0.000     0    0.00   0.330   0.100
  51  INDN   6
  34.00   0.90    3.00   0.05   0.10   0.25   0.70   0.35    1.00   2.00
  25.00   12.00   0.0160   0.0022   0.0200   0.0120   0.0050   0.0014   0.0010   0.0007
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.360   0.100
  52  ALFA   3
  20.00   0.90    4.00   0.15   0.01   0.50   0.95   0.90    0.90   3.00
  20.00    4.00   0.0250   0.0035   0.0417   0.0290   0.0200   0.0035   0.0028   0.0020
  0.900   0.0100   0.0100   4.00   0.750   10.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  53  CLVS   3
  25.00   0.90    4.00   0.15   0.01   0.50   0.95   0.75    1.50   2.40
  15.00    1.00   0.0650   0.0040   0.0650   0.0280   0.0243   0.0060   0.0024   0.0024
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.550   0.100
  54  CLVR   2
  25.00   0.90    4.00   0.15   0.01   0.50   0.95   0.75    0.75   1.50
  15.00    1.00   0.0650   0.0040   0.0650   0.0280   0.0243   0.0060   0.0024   0.0024
  0.900   0.0030   0.0060   4.00   0.750   10.00    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.550   0.100
  55  CLVA   3
  25.00   0.90    4.00   0.15   0.01   0.50   0.95   0.75    0.90   2.00
  15.00    1.00   0.0600   0.0040   0.0600   0.0280   0.0240   0.0060   0.0025   0.0025
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.550   0.100
  56  SOYB   1
  25.00   0.31    3.00   0.15   0.05   0.50   0.95   0.60    0.80   1.70
  25.00   10.00   0.0650   0.0091   0.0524   0.0265   0.0258   0.0074   0.0037   0.0035
  0.010   0.2000   0.0070   4.00   0.750    8.00    660.00    34.00   0.0500   0.000
  0.000     0    0.00   0.450   0.100
  57  CWPS   1
  35.00   0.42    4.00   0.15   0.01   0.50   0.95   0.80    1.20   2.00
  28.00   14.00   0.0427   0.0048   0.0600   0.0231   0.0134   0.0049   0.0019   0.0011
  0.050   0.0300   0.0050   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  58  MUNG   1
  25.00   0.31    4.00   0.15   0.01   0.50   0.95   0.90    1.50   2.00
  30.00   15.00   0.0420   0.0040   0.0524   0.0265   0.0258   0.0074   0.0037   0.0035
  0.010   0.2000   0.0050   4.00   0.750   10.00    660.00    33.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  59  LIMA   1
  25.00   0.30    2.50   0.10   0.05   0.80   0.95   0.90    0.60   2.00
  26.00   18.00   0.0368   0.0046   0.0040   0.0030   0.0015   0.0035   0.0030   0.0015
  0.220   0.2000   0.0050   4.00   0.750    5.00    660.00    34.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  60  LENT   1
  20.00   0.61    4.00   0.15   0.02   0.50   0.95   0.90    0.55   1.20
  20.00    3.00   0.0506   0.0051   0.0440   0.0164   0.0128   0.0074   0.0037   0.0023
  0.010   0.2000   0.0050   4.00   0.750   10.00    660.00    33.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  61  PNUT   1
  20.00   0.40    4.00   0.15   0.01   0.50   0.95   0.75    0.50   2.00
  27.00   14.00   0.0505   0.0040   0.0524   0.0265   0.0258   0.0074   0.0037   0.0035
  0.300   0.2000   0.0060   4.00   0.750    4.00    660.00    25.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  62  FPEA   2
  25.00   0.45    4.00   0.15   0.01   0.50   0.95   0.75    1.20   1.20
  15.00    1.00   0.0370   0.0021   0.0515   0.0335   0.0296   0.0033   0.0019   0.0014
  0.100   0.0100   0.0050   4.00   0.750   10.00    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  63  PEAS   2
  25.00   0.30    2.50   0.10   0.05   0.80   0.95   0.60    0.60   1.20
  14.00    5.00   0.0410   0.0051   0.0040   0.0030   0.0015   0.0030   0.0020   0.0015
  0.220   0.2000   0.0050   4.00   0.750    5.00    660.00    34.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  64  SESB   1
  50.00   0.31    5.00   0.15   0.01   0.50   0.95   0.90    2.00   2.00
  25.00   10.00   0.0650   0.0091   0.0500   0.0200   0.0150   0.0074   0.0037   0.0035
  0.010   0.2000   0.0050   4.00   0.750   10.00    660.00    60.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  65  FLAX   5
  25.00   0.54    2.50   0.15   0.02   0.50   0.95   0.90    1.20   1.50
  22.50    5.00   0.0400   0.0033   0.0482   0.0294   0.0263   0.0049   0.0024   0.0023
  0.400   0.2000   0.0050   4.00   0.750   10.00    660.00    33.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  66  COTS   4
  15.00   0.50    4.00   0.15   0.01   0.50   0.95   0.95    1.00   2.50
  30.00   15.00   0.0140   0.0020   0.0580   0.0192   0.0177   0.0081   0.0027   0.0025
  0.400   0.2000   0.0090   4.00   0.750    3.00    660.00    19.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  67  COTP   4
  15.00   0.40    4.00   0.15   0.01   0.50   0.95   0.95    1.00   2.50
  30.00   15.00   0.0190   0.0029   0.0580   0.0192   0.0177   0.0081   0.0027   0.0025
  0.300   0.2000   0.0090   4.00   0.750    3.00    660.00    19.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  68  TOBC   4
  39.00   0.55    4.50   0.15   0.05   0.50   0.95   0.70    1.80   2.00
  25.00   10.00   0.0140   0.0016   0.0470   0.0177   0.0138   0.0048   0.0018   0.0014
  0.550   0.2000   0.0050   4.00   0.750    8.00    660.00    44.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  69  SGBT   4
  30.00   2.00    5.00   0.05   0.05   0.50   0.95   0.60    1.20   2.00
  18.00    4.00   0.0130   0.0020   0.0550   0.0200   0.0120   0.0060   0.0025   0.0019
  1.100   0.2000   0.0070   4.00   0.750   10.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  70  POTA   5
  25.00   0.95    4.00   0.15   0.01   0.50   0.95   0.60    0.60   0.60
  22.00    7.00   0.0246   0.0023   0.0550   0.0200   0.0120   0.0060   0.0025   0.0019
  0.950   0.2000   0.0050   4.00   0.750   14.80    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  71  SPOT   4
  15.00   0.60    4.00   0.15   0.01   0.50   0.95   0.60    0.80   2.00
  24.00   14.00   0.0097   0.0010   0.0450   0.0160   0.0090   0.0045   0.0019   0.0015
  0.400   0.0500   0.0060   4.00   0.750    3.00    660.00    19.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  72  CRRT   5
  30.00   1.12    3.50   0.15   0.01   0.50   0.95   0.60    0.30   1.20
  24.00    7.00   0.0135   0.0036   0.0550   0.0075   0.0012   0.0060   0.0030   0.0020
  0.900   0.2000   0.0060   4.00   0.750   10.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  73  ONIO   5
  30.00   1.25    1.50   0.15   0.01   0.50   0.95   0.60    0.50   0.60
  19.00    7.00   0.0206   0.0032   0.0400   0.0300   0.0020   0.0021   0.0020   0.0019
  0.950   0.2000   0.0060   4.00   0.750   10.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  74  SUNF   4
  46.00   0.30    3.00   0.15   0.01   0.50   0.95   0.62    2.50   2.00
  25.00    6.00   0.0454   0.0074   0.0500   0.0230   0.0146   0.0063   0.0029   0.0023
  0.180   0.2000   0.0080   4.00   0.750   32.30    660.00    59.00   0.0500   0.000
  0.000     0    0.00   0.900   0.100
  75  CANP   4
  34.00   0.23    3.50   0.15   0.02   0.45   0.95   0.50    0.90   0.90
  21.00    5.00   0.0380   0.0079   0.0440   0.0164   0.0128   0.0074   0.0037   0.0023
  0.010   0.2000   0.0060   4.00   0.750   10.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  76  CANA   4
  34.00   0.30    4.50   0.15   0.02   0.45   0.95   0.50    1.30   1.40
  21.00    5.00   0.0380   0.0079   0.0440   0.0164   0.0128   0.0074   0.0037   0.0023
  0.010   0.2000   0.0060   4.00   0.750   10.00    660.00    40.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  77  ASPR   6
  90.00   0.80    4.20   0.25   0.23   0.40   0.86   1.00    0.50   2.00
  24.00   10.00   0.0630   0.0067   0.0620   0.0500   0.0400   0.0050   0.0040   0.0020
  0.950   0.2000   0.0060   4.00   0.750    5.00    660.00    95.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  78  BROC   5
  26.00   0.80    4.20   0.25   0.23   0.40   0.86   1.00    0.50   0.60
  18.00    4.00   0.0512   0.0071   0.0620   0.0090   0.0070   0.0050   0.0040   0.0030
  0.950   0.2000   0.0060   4.00   0.750    5.00    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  79  CABG   6
  19.00   0.80    3.00   0.25   0.23   0.40   0.86   1.00    0.50   0.60
  18.00    1.00   0.0259   0.0031   0.0620   0.0070   0.0040   0.0050   0.0035   0.0020
  0.950   0.2000   0.0060   4.00   0.750    5.00    660.00    25.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  80  CAUF   5
  21.00   0.80    2.50   0.25   0.23   0.40   0.86   1.00    0.50   0.60
  18.00    5.00   0.0411   0.0059   0.0620   0.0070   0.0040   0.0050   0.0035   0.0020
  0.950   0.2000   0.0060   4.00   0.750    5.00    660.00    25.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  81  CELR   6
  27.00   0.80    2.50   0.25   0.23   0.40   0.86   1.00    0.50   0.60
  22.00    4.00   0.0199   0.0049   0.0620   0.0150   0.0100   0.0060   0.0050   0.0030
  0.950   0.2000   0.0060   4.00   0.750    5.00    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  82  LETT   5
  23.00   0.80    4.20   0.25   0.23   0.40   0.86   1.00    0.20   0.60
  18.00    7.00   0.0393   0.0049   0.0360   0.0250   0.0210   0.0084   0.0032   0.0019
  0.010   0.0100   0.0030   4.00   0.750    8.00    660.00    25.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  83  SPIN   5
  30.00   0.95    4.20   0.10   0.05   0.90   0.95   0.95    0.50   0.60
  24.00    4.00   0.0543   0.0058   0.0620   0.0400   0.0300   0.0050   0.0040   0.0035
  0.950   0.2000   0.0060   4.00   0.750    5.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  84  GRBN   1
  25.00   0.10    1.50   0.10   0.05   0.80   0.95   0.90    0.60   1.20
  19.00   10.00   0.0299   0.0039   0.0040   0.0030   0.0015   0.0040   0.0035   0.0015
  0.100   0.2000   0.0080   4.00   0.750    5.00    660.00    34.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  85  CUCM   4
  30.00   0.27    1.50   0.15   0.05   0.50   0.95   0.60    0.50   1.20
  32.00   16.00   0.0219   0.0043   0.0663   0.0075   0.0048   0.0053   0.0025   0.0012
  0.250   0.0300   0.0030   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  86  EGGP   4
  30.00   0.59    3.00   0.15   0.05   0.50   0.95   0.60    0.50   1.20
  26.00   15.00   0.0218   0.0041   0.0663   0.0255   0.0075   0.0053   0.0020   0.0015
  0.250   0.0300   0.0060   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
